tweet,label
lihat orang yang ketahuan selingkuh tapi masih bisa ketawatawa benerbener bikin jijik,disgust
gue kira di menfess sblmnya lu mau ngejokes trnyata bego beneran wkwk lo ga tau definisi adik atau gimana semua org nyebut saudara kandang yg lebih mudanya ya adik ga usah nyuruh org buat ngaku deh lo doang yg mikir bgtu bego ga jelas lo,anger
mens team gw yakin lolos tpi ms nya kita gw agak ragu klo md well we are the best at that,fear
kamseupayy,disgust
baru tahu kalau dia pindah kota tanpa pamit sama sekali,surprise
sedikit kewalahan dengan semua berita politik ini tapi tetap pantau perkembangan jokowi,anticipation
orangorang yang buang sampah sembarangan di tempat umum bikin kesel banget ekspresi sangat marah apa susahnya buang sampah di tempatnya,anger
kaget kirain ada yang baru lagi,fear
rame apa sepi nih kasih info yg jelas napa,anger
emosi mulu kek ahok,anger
gatau aku sebel sm km yugo jr jd diliat sm kk ku,anger
ikutin kemauan mereka yg meminta gue utk ikutin kemauan gue hehe ngerti ga dulu gue gamau kuliah ortu ngasih aja,trust
knp gue bego bgt si,sadness
buset sedih tp wkwk,sadness
i feel u wkwkwk makanya aku baca online,sadness
karna spesial dapat spesial hahahaha,joy
taik gua benci twitter suka ke refresh sendiri bangsaat padahal tadi ada tweet lucu jadi gak kebaca ekspresi marah,anger
gila aku benerbener nggak nyangka ada orang yang setega itu,disgust
urusan gubernur jateng selesaikan dulu pak uban tunaikan janji dulu sebelum buat janjijanji baru lagi,anger
kamu tidak mirip dengan avatar twittermu,disgust
uniknya tanaman ini punya bentuk seperti bibir perempuan,surprise
anjir anjir anjir sumpah ma pak hamba takut banget kalo disuruh nungguin adek sendirian takut dia bangun terus cekek hamba,fear
gue ngerasa sangat malu sama diri sendiri ga bisa nerima ini ekspresi sedih,sadness
serius nih tadi ada ular masuk ke rumah tetangga ekspresi takut,surprise
pacar cuek banget akhirakhir ini hati degdegan terus,fear
apakah kamu punya kata sandi untuk pertunjukan san diego milikku tidak berfungsi,surprise
yakin deh ini bakal sukses besar,trust
trs kelasku untungnya jamkos juga jdi lah aku ngerujak di belakang wkwkwk mulaiii mulaiii kata temen temen aku,joy
cuman kaget tok,fear
yang nama kamu sendiri kan juga ada,trust
bagaimana kalau aku tidak baikbaik saja,sadness
kenapa maknae suka kek gini sih kek semua hyungnya sedih mewek kebanyakan maknae tetep padahal asilnya kan juga sedih tapi kaya gak bisa nangis didepan kamera terutama maknae big hit sih tubatu kalian pasti sukses pasti aku yakin,sadness
persib tak gentar hadapi barito putera yang nongkrong di papan atas,anticipation
pengen pingsan sanking syok nyaa,surprise
yang mahal di dunia ini adalah cintaku noona,joy
acara tv yang isinya cuma ulangulang episode lama bikin males nonton,disgust
iya ni tvn kan suka memancing emosi penonton,anger
asing bener nama pemaennya kek penaen crystal palace,surprise
kecewa berat dia yang selama ini aku percaya malah ngelakuin itu,surprise
baca berita soal kasus bully lantas identifikasi dilakukan dari hasil visum korban apa ada tanda kekerasan atau tidak dan soal dampak psikologis tak pernah dimasukkan padahal dampak terburuk bully ada di psikis luka psikis ga kelihatan tapi dampaknya bisa seumur hidup,sadness
jujur sih kadang aku itu malu dan takut ngakuin kalau dia pacarku iya bener karena fisiknya ekspresi takut,fear
halo kak avip maaf atas keterlambatan responnya mengenai laporan pada jaringannya,trust
ketemu pertama kali andi datang dengan rambut lepek dan nggak rapi kayak nggak niat,disgust
aku jg sedih,sadness
seronok plus takut ada jugak nk tengok sejauh mana kebolehan diri bismillah,fear
katanya malam ini ada hujan meteor pengen liat banget,anticipation
itu sangat tidak adil bahwa semua pertunjukan rock yang bagus hanya terjadi di blore dan pune,disgust
waduh takut catering acara ini ga enak bisa malu ekspresi takut,fear
bisa bisanya,sadness
nonton drama tentang perselingkuhan malah bikin beneran jijik sama kelakuan karakterkarakternya,disgust
sebenarnya aku jg klo udh smpe dirumah tidur doang apalagi kerja jam malah lebih klo dihitung,sadness
malam jumat ini atau sabtu malam yuk teh,anticipation
ebuseeeett bibir apa kabar ntuh gile bener,surprise
gak sabar nonton final pertandingan bola nanti malam,anticipation
itb review pengling tugasnya gimana dosennya yang rekomen yang mana,anticipation
contact kita bisa dinamain siapa aja ngeri juga,fear
takut bgt kalo pemerintah baru ga becus,fear
ya karena mampu secara waktu dan finansial simpel kan kalo masih harus kerja offline,trust
saldo rekening menipis bulan masih panjang pusing banget,fear
aku bukannya over atau lebay aku cemburu aku khawatir aku bawel itu karna aku sayang dan takut kehilangan itu aja ekspresi senang,fear
mba mba cantik,joy
bang ayo nikah,anticipation
pakaiannya si andi tuh kayak nggak pernah nyetrika malumaluin banget,disgust
sebaiknya mbak yenny itu jangan mau jadi cawapres anies eman eman nama nu terbawa bawa seakan nu mendukung sudah jelas anies bapak politik identitas yg gagal dan keluarga anies itu berseberangan dg nu anies juga gagal pimpin dki,anger
dari awal gasuka karakternya nu knp dia bisa seserakah itu dan bodoh bgt segitu butanya this is why i called him a jerk,anger
mendengar orang diolokolok karena bentuk tubuhnya bikin perasaan nggak enak,disgust
liat cara dia makan bikin aku jijik nggak sopan banget,disgust
tahun depan gue panitianya,anticipation
dukungan dari berbagai belahan dunia menunjukkan solidaritas yang luar biasa untuk palestina,trust
tidak bisa mengakses situs anda,disgust
baru saja tahu mereka tutup pada hari senin bekerja pada rencana cadangan,surprise
majalah wired perlu benarbenar tenang aku baru memperbarui hampir bulan yang lalu namun mereka sudah mengirimkan surat perpanjangan untuk tahun depan,surprise
sedih banget ancur jjur sakit beet klw ada apa jgn ngomong sm mamak gue sn ngomong sm aku,sadness
abis baca cerita yg makin kesini makin sedih dan aku terus curhat ke seseorang nangis parah dong gue haha,sadness
iseng nyoba cocok with ayu,joy
gak sabar nungguin hasil kerja pemerintah jokowi nanti apakah akan berhasil,anticipation
astaga kemana perginya semua waktuku gta telah menyedot hidupku dan membuangbuang satu minggu aku berharap punya lebih banyak kontrol diri,surprise
clink clink with my hubby in denpasar bali others,joy
ga mubazir stadion bekas pon jabar pakansari dan patriot sering di pake event olahraga,trust
ngeliat track recordnya zwy di mdl tiba kepikiran klo yz kakakku ga masuk h ampr dan belok ke traffic mungkin bakal s,anticipation
yakin banget pemerintah bakal kasih kebijakan yang tepat kita support terus,trust
inter tidak mau mengubah perjanjian yg sudah ditetapkan sebelumnya mari menunggu antara hari ke depan apaka,anticipation
perasaan ini benerbener bikin gue terpuruk hopeless banget ekspresi sedih,sadness
belum kepikiran soal opshare kamu lagi nyari siapa sih,anticipation
gadget baru tapi belum ngerti cara pakenya takut rusak,fear
sangat lelah hari yang panjang lagi besok,disgust
mereka biarpun pengorbanan dan perjuangannya satu sama pernah kandas hubungan nya karena tianyao sempet comsu,sadness
aku meriang jadi ga nonton juga sedih ekspresi sedih,sadness
ada felix nyaaa,surprise
wah kebetulan tante siapa tau kita bisa jdh,anticipation
jerawat di muka yang sampai berkerak itu bikin ngerasa nggak nyaman banget,disgust
barokallahu insya allah bermanfaat,trust
bingung mau pke gaya apa,anticipation
singkat cerita terresa yg merupakan warga thailand yang selalu diburu pekerjaan tapi sangat butuh liburan sekalinya bisa liburan terresa nggak sadar ada yang tidak beres yuk saksikan mini serinya agar bisa ikut bagi harimu supaya selalu istimewa,anticipation
aku benci sejarah as,disgust
lo ngerti nggak drun dia sdg menjalankan krj sbg anggota dewan yg dpt hak impunitas kadrun bego bgt sih klo si edi mulyadi udh jelas menghina luar biasa merendahkan dgn nyebut kata binatang dan setan lo kau gt dong aja nggak ngerti drun,anger
kata dosen minggu depan mau ada project baru penasaran bakal kayak gimana,anticipation
besok bakal rilis trailer film baru siapa yang udah gak sabar kayak aku,anticipation
haaaa syabar ajaaa beloman waktunya buat ikutttt pemerintah ajanihhh yg ketumbenan ngasih liburnya kepanjangaaannnnnn ekspresi sedih,sadness
viral polantas pakai motor bodong sibuk tilang pengendara lain netizen protes ngadu ke polda sumbar,anger
takut bgt ngeshare info takut salah info,fear
lepasin aja agar kau puas dan bahagia,sadness
jika aku melakukan itu aku tidak akan punya pc,disgust
palestina tidak sendirian dunia terus memberikan bantuan dan dukungan,trust
ngerasa hidup ini berat banget ga ada yang bisa ngerti ekspresi sedih,sadness
jarta ama ael pagi pagi udah bikin emosi anjing,anger
iya kan sedih,sadness
efek efeknya itu lo yg merah merah bikin takut,fear
ah tidak melakukan epg cbeebies secara kebetulan kan hehe butuh peringatan tabrakan pinkyponk apakah perjalanan pulangmu lama,surprise
ga nyangka bgt dapat undian,surprise
rasa rokok wkwk,joy
mangkuk burrito steak benar aku berharap aku tidak terlalu malas untuk pergi ke pusat kota,surprise
jadi meskipun kebijakan hilirisasi memang menaikkan nilai transaksi nikel yg diekspor tapi karena keb,trust
takut tp ttp percaya diri,fear
sore cabang senayan city cocok kulit kinclong amin,joy
ya gapapa to itu sama aja kayak kamu nyampe rumah dg selamat ga ada salahnya mengucap alhamdulillah d,trust
sucipto km memang kesayangan anak proletar,joy
agus punya lengan yang kecil banget kayak nggak pernah olahraga,disgust
di jakarta pusat pada agustus lalu inisiatif ini dilakukan guna mendukung pertumbuhan mitra usaha demi kema,trust
takut abis kalau hasil tes kesehatan besok jelek,fear
tbl tbl tadi di cek darah akunya lg degdegan takut hasil ny suruh transfusi pls pls semoga lgsg operasi malem ini ekspresi takut,fear
pak kurniasyah sudah kami kirim info via dm pastikan hanya berinteraksi dengan akun resmi bank mandiri yang verified ya,trust
uda berusaha untuk mengurangi faktor cemas dari diri sendiri lho adaa aja dari luar emang bener semakin dewasa ada aja yang harus dipikir,fear
cuma tinggal hitung hari promo besarbesaran bakal dimulai siapsiap borong,anticipation
dangdut txt ini bakalan diinget selamanya,joy
udah lemot,anger
baru ngeh kalau ternyata si budi sekarang jadi bos besar ekspresi kaget,surprise
saya sempat punya hari di mana pada hari itu saya sedih karena kecewa,sadness
bahagia lahya mang dibahagia,joy
cinta bertepuk sebelah tangan itu rasanya gak enak,sadness
nungguin tayangan premier film lokal,anticipation
kamu sekarang jadi penyanyi dangdut keliling,surprise
terus ujaran naon ujaran bangsat ujaran kunyuk,anger
besok mau ikutan workshop kreatif pasti menarik excited,anticipation
di samsat payment point alun ada bpk yang jualan bisa jg custom ke fotokopian bilang press mika pakai tutup,trust
sedih membaca isi twitt andamacam tak ada isinyadan amehnya anda menikmati semua komen di lapak anda ini,sadness
kita sama bang rayen,trust
banyak pasien penyakit pernapasan yang ditanya tentang merokok dan sedikit pasien yang ditanya tentang polusi udara ada yang pernah pengalaman gini kuliah di bandung dulu langganan sakit pernapasan gapernah sekalipun ditanyain faktor risiko dari polusi udara,anticipation
bulan ini energi gue beneran dikuras habis kyknya gue gtau lagi ini acara dan jadwal kapan selesainya,sadness
bangsat bener juga,anger
di charles dengan listrik mati lol damn savemart kehilangan listrik dan kami tidak bisa membeli bir,disgust
ternyata dia nyerah di tengah jalan gak nyangka banget,surprise
gue malu bgt di idm masuk wc cowo,fear
kembali ke kantor alarm kebakaran berbunyi karena seseorang membakar makanan di microwave,surprise
aku selalu ada di sini untuk mendukung kamu ekspresi senang,trust
makanya pada ngaji yg bener biar gak bego,anger
besok mau cobain resep baru semoga hasilnya enak,anticipation
yang menyedihkan adalah aku sebenarnya harus mencari istilah itu di google itu menyebalkan sih,disgust
pagi pagi langsung dapat berita sedih,sadness
i want to ask as bvyer klo kita dm minta pl dan over bvdget kita boleh ngabarin maaf ya kak over bvdget gitu gak sih takut gak enak atau ada saran kalimat lain buat blsnya ekspresi takut,fear
muka gosong,disgust
ga tau knp vibe pagi ini sedih pol,sadness
makasih dapet kue lebaran cantik,joy
kamu bisa andalkan tim ini kita solid kok ekspresi percaya,trust
ow aku baru saja menggulingkan kakiku dengan kursi meja ku,disgust
alur cerita video ini bikin merasa tertekan kok bisa sekompleks ini,anticipation
iya benar tahun ini wayv belum ada comeback nih jie rencananya masih septemberoktober,anticipation
titipan brusan lewat twitan pd nungguin hujan meteor di domku cerah langitnya tp kok ga ada bintang bintang ya,anticipation
dalam katagori speed emang atlet indonesia jago jagobisa jd di olimpic nnti yg menyumbang medali panjat tebingangkat beratpanahanbulu tangkis nol buat olimpic nnti,anticipation
lulusan sastra inggris macam apa yg ngomong bahasa inggrisnya curiga dengan kata curious yg bener kan suspicious ekspresi sedih uda untung gw ga ngomong delicious yaallah ss gw,sadness
bahagia just do it kesenengan orang kan bedabeda ya jadi akun km ya km berhak post apapun gitchuu,joy
cara religi sudah cukupkenapa bebal,anger
dipijitin doi ya sejak masuk amang diving saya ga pernah ga dalem kayanyakadang lelah tapi banyakan luv nya,joy
kok gemulai,surprise
cara nya nyicil wkwk pas ada beli deh satu,joy
sedih ku cukup aku yg taukamu cukup tau bahwa aku baikbaik saja ekspresi senang,sadness
nungguin temen yang lagi dalam perjalanan ke sini anticipation,anticipation
gue uda bersahabat lama sama sepi sebelum lo adatapi sekarang sunyi yang atas apa apa tanpa lo gue belum mengakrabinya lagi,sadness
februari kenapa sih pagipagi udah ada kabar sedih aja,sadness
aku yakin isis memiliki cacing pita jadi dia diizinkan tidur denganku sepanjang malam ini,disgust
aku mau oppo reno pro g untuk bikin portrait,anticipation
waaah pijatannya penuh dipesan tidak ada pijatan bahu hari ini,surprise
sedih ekspresi sedih ditinggal ilang,sadness
ada ba triliun di rapbn,surprise
solidaritas untuk palestina semakin kuat bantuan internasional tak pernah berhenti,trust
gpp sedih aja,sadness
influencer internal berperan penting untuk penguatan merek dan reputasi bisnis,trust
flyernya tanpa foto muka pejabat kapan samarinda iso ngene fyuuuhhhhh,anger
seru nonton film tibatiba listrik mati kacau deh,surprise
kalau jean ulang tahun mima bakalan ngasih surprise apaatiket konser coldplay lagi sama liburan ke jogja sekalian ketemu bundanya ean,surprise
hati gue terasa kosong ga ada yang bisa ngisi kekosongan ini ekspresi sedih,sadness
iuuhhh dia buang sampah sembarangan di taman kamseupay banget,disgust
dengan berlindung merasa punya hak imunitas dpr ih bodoh amat saya gak pilih dia sebagai perwakilan rakyat sok orang sunda diam wae santet saja dari jarak jauh si orang pdi p itu nanti nglunjak dan besar kepala nya si anjing,anger
aku rela menunggu meski kamu tak memberi kabar bahkan aku sadar jika aku ingin kamu tinggal kan,sadness
lune hai aku punya sesuatu buat kamu tapi kamu bacanya harus pelan ya silahkan go to buatmaszero h,anticipation
besok malam ada event networking penting excited,anticipation
nungguin update dari game favorit excited,anticipation
rudi punya bekas jerawat di manamana bikin susah buat fokus pas ngomong,disgust
gewlaaaaa njir froze her eggs before marrying huhu kenapa ndak nikah dari dulu si mbaknya ekspresi sedih malah nanti dikira anaknya itu calon suami huhu,sadness
sangat panas sialan tidak ada ac,disgust
katanya akhir bulan ini bakal ada diskon besarbesaran di toko online favorit siapsiap borong,anticipation
ya allah aku baru dapet kabar kalau dia sakit parah,surprise
orang kayak dia sih nggak pantas dapet kesempatan kedua kelakuannya parah,disgust
sakit hati banget nggak nyangka dia yang paling dipercaya malah nyebarin rahasia,surprise
baru tahu kalau si rina ternyata sepupunya artis ekspresi kaget,surprise
parno banget mau nyanyi di depan banyak orang takut fals,fear
yang berlangsung di sport centre deltamas cikarang pusat jumat pj bupati bekasi menyerahkan langsung,trust
perasaan ini kayak lubang hitam semua kebahagiaan hilang ekspresi sedih,sadness
info lomba an yang hadiahnya kamu dong ekspresi senang,joy
gue siap bantu kapanpun kamu perlu tenang aja,trust
tim bola favorit lo pasti juara musim ini mereka solid banget,trust
baru aja liat rubah saat aku masuk jalan tol semoga dia pulang,surprise
ngeliat dia ngomong aja udah bikin marah,disgust
pengecekan berkala berkala udah bulan mantengin webnya gak dapet dapet jadwal gila serame apa sih emangnya kalo emang gitu knp gak ada solusi dibikin cabang di tmpt lain biar gak selama itu antrinya bisa bisa jadi serpihan debu nih duit berbulan bulan gak kebagian nomor,anger
lho kenapa tibatiba ada perubahan jadwal ujian aku beneran bingung,surprise
kemanapun perginya tujuan akhirku selalu padanya,trust
lagilagi salahmu aku tidak membuatmu pergi,disgust
drop chatan kalian hari ini sama ayang,trust
hey asiknya ojeng aku dapet jatah makan makan nggaakk,anticipation
gagal menjaga emosi di kata terakhir,sadness
muka yang penuh jerawat gedegede bikin susah buat nggak meringis,disgust
kga enak rasanya,sadness
nungguin pengumuman pemenang lomba semoga beruntung excited,anticipation
lagi fokus kerja tibatiba ada orang jualan lewat depan rumah konsentrasi buyar,surprise
aku open yang mau tanya dulu boleh ke wa ya gestun spaylater gopaylater via qr gestun kredivo gopaycicil akulaku cv ewalet amp cv koin shopee cv pulsa tri bayar va tagihan kuliah utbk ukt pembayaran va bank seabank bca mandiri jasa rekber,anticipation
harus nya klo dia siap nerima tantangan membela timnas garuda,anticipation
liat gigi penuh karang langsung pusing sikat gigi dong,disgust
kalo udah niat upchar titip upcharan ku kak,trust
takut banget,fear
kebawa mimpinya aku sedih sm cewenya aku pen liat dia bahagia,sadness
sedih tentang cinta muda yang berakhir mereka sangat imut bersama,surprise
masa depan entah itu karir mental health keluarga pasangan,trust
gimana tuh konsepnya wkwk,joy
ntu ada kecoak jijel takut,fear
tp kecewa bgt dia grgr aku gak ucapin,sadness
kalau namamu jadi yoonseo lee gimana kalau jadi saudara kembar heeseung gapapa ga mirip yang penting ya,anticipation
kanye nih napa suka banget nyenggol yang lagi naik deh toxic anj,anger
kenapa ya orang suka banget ujar kebencian ga mikirin perasaan orang lain tuh sedih atau kepikiran gituu aku jadi takut makin banyak orang jahat,fear
a aku berharap dia aman saat dia pergi dan pelukan untukmu pasti sulit untuk mengucapkan selamat tinggal,surprise
orang ini suka ngebully temennya kelakuannya benerbener menjijikkan,disgust
ini dimana,surprise
vaksin nder penyakitnyalitterboxnya klo mau kasih makan satu merek aja klo ganti biasanya mereka gamau lagi,trust
gila takut banget file presentasi besok tibatiba corrupt ekspresi takut,fear
mungkin efek dari udah cape sama keadaan karna untuk sekarang udah bener kaya yaudah ngikutin alur aja biar aturan semesta yang bekerja,trust
terimakasih yaaaa,joy
jam segini sampe shift jam luarbiasa,surprise
kepa here we go,anticipation
selamat mengemban amanah mh said abdullah sebagai ketua dpd pdiperjuangan provinsi jawa timur,trust
hei sesama karakter rated adakah yang ingin ngobrol di dm sembari mutualan if you dont mind kadang saya suka naka,anticipation
sedih banget dahh kucing gua ada tuh yg selalu dilepas dari kecil tapi ya selalu inget pulang karna mereka emang ga suka main terlalu jauh dari rumah gitu,sadness
serem kalau pemerintah gagal atasi masalah ini dampaknya bisa parah,fear
ecowas perintahkan pengaktifan pasukan siaga di niger,anticipation
di sini masih enak banget sih bosnya keluargnya ga tau gmna kalo doi beneran kerja ke tempat yg bener profesional kaget sih pasti wkwk tapi bagus,fear
sabar sabar jgn emosi,anger
rans nusantara fc enggan remehkan arema fc yang huni dasar klasemen,trust
budi itu rambutnya lepek terus kayak nggak pernah keramas susah buat nggak ilfeel,disgust
aku hanya beberapa halte bus dari lc tapi aku tidak menyadarinya sampai sekitar sebulan yang lalu,surprise
program cashback rp yg bapakibu maksud apakah program evoucher rp atas pembukaan tahaka di mybca tks tian,anticipation
kucingnya lucu gak kak,joy
mau marah,anger
anjir keren banget,surprise
ueekkk liat rambutnya lepek kayak nggak pernah keramas ga sudihhh deh temenan sama dia,disgust
ada yg mau ngobrol di dm,anticipation
sjshhd yaampun iya pantesan ih bego banget aku,anger
kyles akan pergi keluar kota akhir pekan ini bermain dengan temantemanku rawrrr,disgust
sale online bikin heboh gak nyangka barang yang gue pengen cepet abis,surprise
seminggu sekali dek gpp,trust
kamu buruk dalam merespons pesan teks,disgust
wow satu tahun hari ini luc bourdon meninggal sepertinya tidak begitu lama,surprise
haiii kenapa masih banguunnn,surprise
kenapa bangsat,anger
bahh polisi menghentikan pesta jam padahal aku baru mulai,surprise
kak cinta silakan dicek kembali dm dari kami karena sudah direspons ya kak dewa,trust
sangat sangat kecewa benarbenar kecewa aku benci hujan ini menghancurkan kencanku,disgust
agak ngeri yaa,fear
ya kalo mau poligami ikuti sunah rosul tunggu istri pertama meninggal dulu dan lu nikah ma nene yang udh tua dan miskin buat diurus bukan mau enak nya doang tolol,anger
berapa sih jumlah mahasiswa per kelas di semester pertama penasaran banget,anticipation
mungkin salahku bang terlalu memanjakannya kan nggak salah iya sih tapi kelamaan kok cam manfaatin lha kok diam namanya sayang kok ngeluh sikap berpura suka bersumpah untuk membela dirinya awak tak suka takut karma apa dia sadar ya bang ntahla cuma dia yang tau ekspresi senang,sadness
aku berharap mimpi mcfly itu nyata aha aku ingin tom menulis di perencana aksiku haaa itu akan luar biasa meskipun,surprise
jangan khawatir aku sudah konfirmasi semua detailnya ekspresi percaya,trust
baik pnye pongkessssss ekspresi senang,joy
tapi sy lebih heran lagi kali kyai dan santri masih dukung heheh,surprise
bodoh punya statement baik gi minum arak melacur main judi baru betul thrill,anger
mau bersihin pantai bareng pandawa,joy
dengerdenger bakal ada upgrade fitur baru di app favorit kita kirakira apa ya,anticipation
oh tidak apakah menurutmu dia sudah menjalani hidupnya,surprise
dulu aku gini sampek sd kayanya ga suka sama rumput apalgi yg tajem takut nggak nyaman geli hassembuh lah pokonya wkwk,fear
hah sudah jam pagi aduh,surprise
sikapnya benerbener nggak bisa diterima parah banget,disgust
perjalanan panjang tanpa hiburan apapun bikin nggak tahan,disgust
marah kat diri sendiri,anger
dia kira dia siapa ngomong seenaknya ke orang,disgust
jap i confuse crush i kan up status takde sapa sayang dia padahal dia tahu i suka dia and kalau nak cakap lupa i tengok status dia hari,fear
iritasi aj ato muka,disgust
mimpi indah tentang masa depan bareng dia langsung pudar,surprise
ini saya hidup itu keras kawan janganlah jadi pengemis harga diri lebih mahal daripada nilai uang rehat jiwa dan,trust
tahun lebih bareng terus gimana ga sedih pas ditinggalin,sadness
budak tahun ni pm siapa pun diaorang tak tahu diaorang hanya kenal orang hulur duit aje golon,anger
hehe kalo nonton doang ga seru hi btw itu emoji apa ya,anticipation
tolol sampe ke dna nya ni orang,anger
bagaimana dengan aku,surprise
ku slalu setia bersamamu with citra,joy
akhirnya besok ketemu sama dia lagi,anticipation
lo takut jg gk ekspresi takut,fear
nama mereka dimanfaatkan perusahaan ekspresi marah,anger
pertanyaan apa oh aku tidak ada malam ini,surprise
omgpemanas di kamarku sudah menyala sepanjang hari saat aku di sekolah sekarang mendidih,surprise
ngeri banget,fear
alhamdulillah perawatan krim makasih diskon,joy
ya beginilah pentingnya untuk jangan nikah terlalu muda ya adek adek,trust
woilah pagi pagi bikin emosi anjir,anger
wow kamu masih belum mendapatkannya,surprise
tadi namatin the angel next door di netflix menurut gw biasa aja sih mungkin karena premisnya mirip horimiya dan sama lurus aja kurang konflik tp menurut gw bagusan horimiya amp fuufu ijou sih dari gwejh,trust
sedih dah,sadness
menuju ke selatan di i berantakan di sekitar sr,surprise
asik asal gak ketemu yang ngeghosting,anticipation
toko itu debuan banget barangbarangnya kotor semua jijik abis masuk ke sana,disgust
eh gimanasi rasanya dapet thr enak ga semriwing gitu nga sik ceritain dikit dong gimana rasanya selama idup taon belum pernah dapet thr ekspresi sedih,sadness
karena tweet ini lewat saya jadi tau kelanjutan cerita si doel terakhir nonton pas babehnye meninggal itu aja,sadness
sibuk banget sama kuliah apalagi udah praktikum offline jadi bolak balik lab tiap hari terus balik kost suka capek jd ga sempet buka twt ekspresi sedih sedih,sadness
wow tebakanku benar apakah kita soulmate,anticipation
semangat mendukung upaya perdamaian di palestina ini sangat penting,anticipation
terimakasih sudahh ditemaniii,joy
perawatan upload foto instagram tag tau dpt hadiah,joy
nungguin paket datang hari ini,anticipation
apakah kalian tahu seorang anak tenggelam setelah mencoba berenang ke dasar laut untuk mencari rumah nanas sponge bob rofl sowy,surprise
aw dapet ortodontis hari ini,surprise
iya tadi lewat tl,trust
aku hanya mendapatkan bubble tea selama tahun baru kamboja hanya sekali setahun ketika aku melakukannya aku berdiri dalam antrean selama lebih dari menit,disgust
ini yg kelima anjing sial mulu dalam seminggu bangsat ntar besok apa lagi nih taiik ekspresi sangat marah,anger
sumpah ya gue sampe takut tiap papasan sama ayam pasti ngelambat soalnya doi tuh bukannya minggir yang lebih deket tapi malah nyebrang,fear
orang yang gak cuci tangan habis dari wc itu benerbener bikin jijik ekspresi jijik,disgust
ini boleh ga si aku kecewa or marah sama dia haha cuma krn aku beli acrylic frame trs majang pc bareng sama polaroid ortuku dia blg gini apa aku doang yg sensi nih ya dikira nge kpop bikin lupa semua hal bahkan ortu sendiri lo bikin gw makin ga mau kenal spesies cowok,anger
kukira kau rumah judulnya aja sudah sedih banget woilaahh,sadness
budi itu badannya kurus kering kayak nggak pernah makan,disgust
tapi emang gak semua orang cocok rambut gondrong dan gak semua orang cocok rambut pendek ini berlaku all gender ya,trust
kesal bahwa f f f bubar,disgust
iyaa apalagi kalau udah yang sakit banget yang susah makan gitu suka minta suapin mama terus kalau tidur harus ditemenin papa juga t__t,sadness
aku bangun tapi tampaknya aku melewatkanmu tidak banyak,surprise
banyak yg kecewa sama desainnya ayangto karena beda banget sama fanart yg ada,sadness
uwak jual pecal itu keringat nya sampe jatuh ke gilingannya ewww tambah asin gak sih,disgust
a kamu terjebak di lalu lintas booo,surprise
ini pertanyaannya klo kangen sehun trs dengerin atau nonton apaaa yak selagi dia wamil nanti album solo gada variety show gada yaallah,sadness
kalender cantik dipersembahkan natasha thx,joy
mba fira maaci udah mw temenan sama aku ya kak udah mayan lama si lewat lewat tpi kek jarang aja tapi mba,joy
jalanan masih luas lu ngapain klakson tolol depan belakang lu kaga ada kendaraan,anger
ngeliat tikus gede banget di rumah langsung mual jijik abis,disgust
baju ini bisa aja gak muat pas sampe beli online sih,fear
kirain mau roasting balik boleh mana tweetnya,anticipation
umm ya itu mungkin catatan yang cukup bagus untuk diri sendiri karena eeeeee,disgust
kok saya tetap sedih ya,sadness
min ultahku klu diskonannya pass dihari ultah gmn makasih min cantik,joy
a begitu sajaa dia bisa memulai lagi seperti,surprise
masa pagi dah nangis benci bgt sma hati ku ini lemah,sadness
jangan terlalu byk kepo kurangin kepo cek urg mah ntr takut jatuh cinta lg awas nanti km cinta ekspresi takut,fear
artinya bermanfaat,joy
pagi pagi sedih,sadness
br nntn bulgasal dan yg episod joon nusuk wooseok kesel tp lebih pengen nangis liatnya sedih huhu,sadness
aku nggak bisa deketdeket sama dia bikin mual,disgust
aku sangat bersemangat untuk ikut kompetisi fotografi ini semoga bisa menang,anticipation
kecewa,sadness
smtown masih belum bisa ajak cheetah lee ngonser nih psti banget blm sampe,anticipation
satu keluarga suka kucing tapi ada orang yaitu nenekku yang benci banget sama kucing kalo ketauan main kucing pasti diomelin diperingatin toxo penyakit terus bulu nempel sebel banget apaan sih,anger
hydro drive ditinggalkan setelah tiga mil,disgust
tibatiba dapet bonus dari kantor bahagia banget rasanya,surprise
rakyat perlu membuat pilihan yang tepat dan tidak memilih pemimpin yang hanya pandai bercakap,trust
liat cara dia dandan aja bikin aku mual,disgust
romantis motor berangkat lari dalem,joy
iya kah makasih ya,joy
mirip kaya tpnpbopm di papua ya min mereka milisi tapi pemerintahan nyebutnya kkb ksb dll,disgust
ngaku aja lah bego ngajak gak nder yg nganggep adek cuma anak kecil lu doang,anger
dan si mbak nya auto malu pake minta maaf padahal netizen indo ketawa doang karna mbak nya lucu dikira quote estetik,fear
sedih ya,sadness
yoii bg abis dibantai hari harinya jadi weekend buat selfreward,joy
coba laser peel abisnya make up pengantin suami,joy
diaku ngga bgt jerawat makin meradang sampe sekarang on off mulu sedih bgt aku ekspresi senang,sadness
besok mau jalanjalan ke pantai gak sabar deh,anticipation
kenapa sih dapat yg tulus maunya yg brengsek bodoh,anger
pernah bertahun tahun berteman modelan begitu akhirnya ku cut cape,sadness
ya allah,surprise
kuy wts aab official iu pc polaroid ready jakarta live setiap hari jam malam,anticipation
gue benerbener merasa ga ada yang peduli totally ignored ekspresi sedih,sadness
